PhotonEnergy[keV],1s1/2,2s1/2,2p1/2,2p3/2,3s1/2,3p1/2,3p3/2,3d3/2,3d5/2,4s1/2,4p1/2,4p3/2,4d3/2,4d5/2,4f5/2,4f7/2,5s1/2,5p1/2,5p3/2,6s1/2
2.0902,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.83E+04,1.39E+05,2.53E+05,3.60E+05,1.35E+04,1.65E+04,3.47E+04,3.53E+04,4.99E+04,8.59E+03,1.08E+04,2.35E+03,2.24E+03,4.40E+03,1.77E+02
2.2761,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.21E+04,1.22E+05,2.03E+05,2.89E+05,1.17E+04,1.44E+04,2.98E+04,2.89E+04,4.07E+04,6.32E+03,7.92E+03,2.03E+03,1.94E+03,3.76E+03,1.52E+02
2.2943,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.51E+04,5.17E+04,1.20E+05,1.99E+05,2.83E+05,1.16E+04,1.42E+04,2.94E+04,2.83E+04,3.99E+04,6.14E+03,7.70E+03,2.00E+03,1.92E+03,3.71E+03,1.50E+02
3,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.44E+04,3.56E+04,7.68E+04,9.54E+04,1.34E+05,7.38E+03,9.01E+03,1.78E+04,1.45E+04,2.02E+04,2.27E+03,2.83E+03,1.25E+03,1.19E+03,2.22E+03,9.53E+01
4,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.59E+04,2.25E+04,4.47E+04,4.09E+04,5.66E+04,4.45E+03,5.29E+03,9.98E+03,6.70E+03,9.20E+03,7.45E+02,9.24E+02,7.43E+02,6.94E+02,1.24E+03,5.66E+01
5,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+04,1.49E+04,2.83E+04,2.05E+04,2.81E+04,2.96E+03,3.41E+03,6.20E+03,3.54E+03,4.81E+03,3.02E+02,3.71E+02,4.91E+02,4.44E+02,7.67E+02,3.74E+01
6,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.02E+03,1.04E+04,1.90E+04,1.15E+04,1.56E+04,2.11E+03,2.34E+03,4.14E+03,2.05E+03,2.77E+03,1.43E+02,1.74E+02,3.47E+02,3.03E+02,5.11E+02,2.64E+01
8,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.76E+03,5.62E+03,9.77E+03,4.44E+03,5.93E+03,1.21E+03,1.25E+03,2.12E+03,8.36E+02,1.11E+03,4.23E+01,5.13E+01,1.98E+02,1.61E+02,2.61E+02,1.51E+01
8.6292,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.13E+03,4.74E+03,8.14E+03,3.43E+03,4.57E+03,1.05E+03,1.05E+03,1.77E+03,6.55E+02,8.66E+02,3.05E+01,3.69E+01,1.71E+02,1.36E+02,2.18E+02,1.30E+01
8.6983,0.00E+00,0.00E+00,0.00E+00,5.10E+04,4.07E+03,4.66E+03,7.98E+03,3.34E+03,4.45E+03,1.03E+03,1.03E+03,1.73E+03,6.38E+02,8.44E+02,2.94E+01,3.56E+01,1.68E+02,1.33E+02,2.13E+02,1.28E+01
9.6202,0.00E+00,0.00E+00,0.00E+00,3.92E+04,3.35E+03,3.69E+03,6.23E+03,2.36E+03,3.13E+03,8.44E+02,8.18E+02,1.35E+03,4.58E+02,6.03E+02,1.89E+01,2.29E+01,1.38E+02,1.06E+02,1.67E+02,1.05E+01
9.6973,0.00E+00,0.00E+00,2.30E+04,3.84E+04,3.30E+03,3.63E+03,6.11E+03,2.30E+03,3.04E+03,8.31E+02,8.03E+02,1.33E+03,4.46E+02,5.87E+02,1.83E+01,2.21E+01,1.35E+02,1.04E+02,1.63E+02,1.03E+01
10,0.00E+00,0.00E+00,2.17E+04,3.55E+04,3.11E+03,3.38E+03,5.66E+03,2.07E+03,2.73E+03,7.81E+02,7.47E+02,1.23E+03,4.03E+02,5.29E+02,1.60E+01,1.93E+01,1.27E+02,9.64E+01,1.51E+02,9.70E+00
10.073,0.00E+00,0.00E+00,2.13E+04,3.48E+04,3.07E+03,3.32E+03,5.55E+03,2.01E+03,2.66E+03,7.70E+02,7.35E+02,1.21E+03,3.93E+02,5.16E+02,1.55E+01,1.86E+01,1.25E+02,9.48E+01,1.49E+02,9.56E+00
10.154,0.00E+00,1.18E+04,2.08E+04,3.41E+04,3.02E+03,3.26E+03,5.44E+03,1.96E+03,2.59E+03,7.58E+02,7.21E+02,1.18E+03,3.83E+02,5.02E+02,1.49E+01,1.80E+01,1.23E+02,9.30E+01,1.46E+02,9.41E+00
15,0.00E+00,5.88E+03,7.42E+03,1.12E+04,1.39E+03,1.25E+03,1.97E+03,4.88E+02,6.31E+02,3.41E+02,2.78E+02,4.31E+02,1.00E+02,1.29E+02,2.58E+00,3.07E+00,5.53E+01,3.58E+01,5.31E+01,4.22E+00
20,0.00E+00,3.36E+03,3.31E+03,4.79E+03,7.59E+02,5.93E+02,8.90E+02,1.69E+02,2.14E+02,1.85E+02,1.32E+02,1.96E+02,3.57E+01,4.49E+01,6.84E-01,8.07E-01,2.99E+01,1.73E+01,2.42E+01,2.28E+00
30,0.00E+00,1.43E+03,1.01E+03,1.38E+03,3.12E+02,1.95E+02,2.74E+02,3.62E+01,4.45E+01,7.55E+01,4.40E+01,6.10E+01,7.90E+00,9.64E+00,1.02E-01,1.18E-01,1.23E+01,5.75E+00,7.55E+00,9.29E-01
40,0.00E+00,7.51E+02,4.27E+02,5.52E+02,1.62E+02,8.59E+01,1.15E+02,1.18E+01,1.42E+01,3.90E+01,1.94E+01,2.57E+01,2.63E+00,3.13E+00,2.56E-02,2.94E-02,6.32E+00,2.55E+00,3.19E+00,4.79E-01
50,0.00E+00,4.46E+02,2.16E+02,2.69E+02,9.54E+01,4.47E+01,5.74E+01,4.90E+00,5.78E+00,2.30E+01,1.02E+01,1.29E+01,1.10E+00,1.29E+00,8.75E-03,9.91E-03,3.73E+00,1.33E+00,1.60E+00,2.82E-01
59.444,0.00E+00,2.95E+02,1.27E+02,1.53E+02,6.29E+01,2.67E+01,3.32E+01,2.47E+00,2.87E+00,1.51E+01,6.10E+00,7.51E+00,5.60E-01,6.44E-01,3.80E-03,4.27E-03,2.45E+00,7.99E-01,9.32E-01,1.86E-01
59.92,3.11E+03,2.89E+02,1.24E+02,1.49E+02,6.16E+01,2.61E+01,3.24E+01,2.40E+00,2.77E+00,1.48E+01,5.95E+00,7.32E+00,5.43E-01,6.24E-01,3.66E-03,4.11E-03,2.41E+00,7.80E-01,9.09E-01,1.82E-01
60,3.10E+03,2.88E+02,1.23E+02,1.48E+02,6.14E+01,2.60E+01,3.23E+01,2.38E+00,2.76E+00,1.48E+01,5.93E+00,7.29E+00,5.40E-01,6.21E-01,3.64E-03,4.08E-03,2.40E+00,7.77E-01,9.05E-01,1.82E-01
80,1.48E+03,1.42E+02,5.02E+01,5.72E+01,3.02E+01,1.09E+01,1.28E+01,7.61E-01,8.57E-01,7.25E+00,2.50E+00,2.91E+00,1.74E-01,1.95E-01,9.18E-04,1.01E-03,1.18E+00,3.28E-01,3.62E-01,8.91E-02
100,8.15E+02,8.05E+01,2.50E+01,2.72E+01,1.71E+01,5.52E+00,6.21E+00,3.15E-01,3.47E-01,4.12E+00,1.27E+00,1.42E+00,7.26E-02,7.90E-02,3.18E-04,3.46E-04,6.68E-01,1.67E-01,1.76E-01,5.06E-02
150,2.72E+02,2.81E+01,7.06E+00,7.09E+00,6.00E+00,1.60E+00,1.66E+00,6.46E-02,6.86E-02,1.44E+00,3.71E-01,3.79E-01,1.50E-02,1.58E-02,4.82E-05,5.14E-05,2.34E-01,4.87E-02,4.72E-02,1.77E-02
200,1.24E+02,1.32E+01,2.92E+00,2.77E+00,2.83E+00,6.71E-01,6.55E-01,2.16E-02,2.25E-02,6.80E-01,1.56E-01,1.50E-01,5.05E-03,5.20E-03,1.33E-05,1.40E-05,1.10E-01,2.05E-02,1.87E-02,8.36E-03
300,4.14E+01,4.58E+00,8.72E-01,7.68E-01,9.84E-01,2.03E-01,1.84E-01,4.90E-03,5.07E-03,2.37E-01,4.74E-02,4.24E-02,1.15E-03,1.18E-03,2.35E-06,2.50E-06,3.84E-02,6.23E-03,5.28E-03,2.92E-03
400,1.96E+01,2.21E+00,3.85E-01,3.25E-01,4.75E-01,9.03E-02,7.85E-02,1.81E-03,1.90E-03,1.14E-01,2.11E-02,1.81E-02,4.26E-04,4.42E-04,7.39E-07,8.12E-07,1.86E-02,2.77E-03,2.25E-03,1.41E-03
500,1.13E+01,1.28E+00,2.10E-01,1.73E-01,2.76E-01,4.95E-02,4.20E-02,8.66E-04,9.24E-04,6.64E-02,1.16E-02,9.67E-03,2.05E-04,2.17E-04,3.17E-07,3.62E-07,1.08E-02,1.52E-03,1.21E-03,8.18E-04
600,7.31E+00,8.34E-01,1.31E-01,1.07E-01,1.80E-01,3.10E-02,2.58E-02,4.93E-04,5.39E-04,4.33E-02,7.25E-03,5.96E-03,1.17E-04,1.26E-04,1.68E-07,1.98E-07,7.02E-03,9.52E-04,7.44E-04,5.34E-04
800,3.84E+00,4.40E-01,6.50E-02,5.22E-02,9.46E-02,1.54E-02,1.27E-02,2.12E-04,2.47E-04,2.28E-02,3.61E-03,2.93E-03,5.02E-05,5.78E-05,6.38E-08,8.21E-08,3.70E-03,4.74E-04,3.65E-04,2.82E-04
1000,2.41E+00,2.76E-01,3.93E-02,3.14E-02,5.94E-02,9.34E-03,7.63E-03,1.17E-04,1.41E-04,1.43E-02,2.19E-03,1.76E-03,2.77E-05,3.32E-05,3.28E-08,4.50E-08,2.32E-03,2.87E-04,2.20E-04,1.78E-04
1500,1.11E+00,1.27E-01,1.72E-02,1.37E-02,2.73E-02,4.10E-03,3.32E-03,4.45E-05,5.92E-05,6.58E-03,9.59E-04,7.69E-04,1.05E-05,1.37E-05,1.11E-08,1.76E-08,1.07E-03,1.26E-04,9.62E-05,8.31E-05
